id	cog	cog_name	ko	ko_name	pfams	pfam_names
OG0004149	NA	No Annotation	NA	No Annotation	PF19834.2	DUF6314
OG0004150	NA	No Annotation	NA	No Annotation	PF20082.2	DUF6476
OG0004151	NA	No Annotation	NA	No Annotation	NA	NA
OG0004152	COG3621	Patatin-like phospholipase/acyl hydrolase, includes sporulation protein CotR	NA	No Annotation	PF01734.25	Patatin
OG0004153	COG0657	Acetyl esterase/lipase	NA	No Annotation	PF07859.16	Abhydrolase_3
OG0004154	COG1018	Flavodoxin/ferredoxin--NADP reductase	NA	No Annotation	PF00175.24,PF00970.27	NAD_binding_1,FAD_binding_6
OG0004155	COG1272	Progestin and AdipoQ receptors (PAQRs) homolog, hemolysin III family	K11068	hemolysin III	PF03006.23	HlyIII
OG0004156	NA	No Annotation	NA	No Annotation	NA	NA
OG0004157	NA	No Annotation	NA	No Annotation	NA	NA
OG0004158	COG3602	ACT domain, ACT-3 family	K09964	uncharacterized protein	PF10000.12,PF13840.9	ACT_3,ACT_7
OG0004159	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	NA	No Annotation	PF01553.24	Acyltransferase
OG0004160	NA	No Annotation	NA	No Annotation	NA	NA
OG0004161	COG1586	S-adenosylmethionine decarboxylase	K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	PF02675.18	AdoMet_dc
OG0004162	NA	No Annotation	NA	No Annotation	NA	NA
OG0004163	NA	No Annotation	NA	No Annotation	NA	NA
OG0004164	NA	No Annotation	NA	No Annotation	PF14240.9	YHYH
OG0004165	NA	No Annotation	NA	No Annotation	NA	NA
OG0004166	NA	No Annotation	NA	No Annotation	NA	NA
OG0004167	NA	No Annotation	NA	No Annotation	NA	NA
OG0004168	NA	No Annotation	NA	No Annotation	NA	NA
OG0004169	NA	No Annotation	NA	No Annotation	PF01262.24,PF05222.18	AlaDh_PNT_C,AlaDh_PNT_N
OG0004170	NA	No Annotation	NA	No Annotation	NA	NA
OG0004171	NA	No Annotation	NA	No Annotation	NA	NA
OG0004172	NA	No Annotation	NA	No Annotation	NA	NA
OG0004173	NA	No Annotation	NA	No Annotation	NA	NA
OG0004174	NA	No Annotation	NA	No Annotation	NA	NA
OG0004175	NA	No Annotation	NA	No Annotation	NA	NA
OG0004176	COG1689	Class II terpene cyclase family protein AF1543	NA	No Annotation	PF13489.9	Methyltransf_23
OG0004177	NA	No Annotation	NA	No Annotation	PF07823.14	CPDase
OG0004178	NA	No Annotation	NA	No Annotation	NA	NA
OG0004179	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	K21700	beta-alanine degradation protein BauB	NA	NA
OG0004180	COG3394	Chitooligosaccharide deacetylase ChbG, YdjC/CelG family	NA	No Annotation	PF04794.15	YdjC
OG0004181	NA	No Annotation	NA	No Annotation	NA	NA
OG0004182	NA	No Annotation	NA	No Annotation	NA	NA
OG0004183	NA	No Annotation	NA	No Annotation	NA	NA
OG0004184	NA	No Annotation	NA	No Annotation	PF01370.24	Epimerase
OG0004185	NA	No Annotation	NA	No Annotation	NA	NA
OG0004186	NA	No Annotation	NA	No Annotation	NA	NA
OG0004187	NA	No Annotation	NA	No Annotation	NA	NA
OG0004188	NA	No Annotation	NA	No Annotation	NA	NA
OG0004189	NA	No Annotation	NA	No Annotation	NA	NA
OG0004190	NA	No Annotation	NA	No Annotation	NA	NA
OG0004191	NA	No Annotation	NA	No Annotation	NA	NA
OG0004192	COG0451	Nucleoside-diphosphate-sugar epimerase	NA	No Annotation	PF01370.24	Epimerase
OG0004193	COG2211	Na+/melibiose symporter or related transporter	NA	No Annotation	NA	NA
OG0004194	NA	No Annotation	NA	No Annotation	NA	NA
OG0004195	NA	No Annotation	NA	No Annotation	NA	NA
OG0004196	NA	No Annotation	NA	No Annotation	NA	NA
OG0004197	NA	No Annotation	NA	No Annotation	NA	NA
OG0004198	NA	No Annotation	NA	No Annotation	NA	NA
OG0004199	COG1401	5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB	K07452	5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]	PF07728.17,PF12102.11	AAA_5,MrcB_N
OG0004200	COG4268	5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC	K19147	5-methylcytosine-specific restriction enzyme subunit McrC	PF10117.12	McrBC
OG0004201	COG0483	Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family	NA	No Annotation	PF00459.28	Inositol_P
OG0004202	NA	No Annotation	NA	No Annotation	NA	NA
OG0004203	NA	No Annotation	NA	No Annotation	NA	NA
OG0004204	NA	No Annotation	NA	No Annotation	NA	NA
OG0004205	COG0110	O-acetyltransferase, isoleucine patch superfamily, LacA/YvoF/WbbJ family	NA	No Annotation	NA	NA
OG0004206	NA	No Annotation	NA	No Annotation	NA	NA
OG0004207	COG0524	Sugar or nucleoside kinase, ribokinase family	NA	No Annotation	PF00294.27	PfkB
OG0004208	NA	No Annotation	NA	No Annotation	NA	NA
OG0004209	NA	No Annotation	NA	No Annotation	NA	NA
OG0004210	NA	No Annotation	NA	No Annotation	NA	NA
OG0004211	NA	No Annotation	NA	No Annotation	NA	NA
OG0004212	NA	No Annotation	NA	No Annotation	NA	NA
OG0004213	NA	No Annotation	NA	No Annotation	NA	NA
OG0004214	NA	No Annotation	NA	No Annotation	NA	NA
OG0004215	NA	No Annotation	NA	No Annotation	NA	NA
OG0004216	NA	No Annotation	NA	No Annotation	NA	NA
OG0004217	NA	No Annotation	NA	No Annotation	NA	NA
OG0004218	NA	No Annotation	NA	No Annotation	NA	NA
OG0004219	COG2348	Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme)	NA	No Annotation	PF02388.19	FemAB
OG0004220	COG5563	Uncharacterized conserved protein CPn0794, contains PKD-like HAF repeats	NA	No Annotation	PF03797.22	Autotransporter
OG0004221	NA	No Annotation	NA	No Annotation	NA	NA
OG0004222	NA	No Annotation	NA	No Annotation	NA	NA
OG0004223	COG0392	Predicted membrane flippase AglD2/YbhN, UPF0104 family	K07027	glycosyltransferase 2 family protein	PF03706.16	LPG_synthase_TM
OG0004224	NA	No Annotation	NA	No Annotation	NA	NA
OG0004225	NA	No Annotation	NA	No Annotation	NA	NA
OG0004226	NA	No Annotation	NA	No Annotation	NA	NA
OG0004227	NA	No Annotation	NA	No Annotation	PF08241.15	Methyltransf_11
OG0004228	NA	No Annotation	NA	No Annotation	NA	NA
OG0004229	NA	No Annotation	NA	No Annotation	NA	NA
OG0004230	COG3307	O-antigen ligase	NA	No Annotation	NA	NA
OG0004231	COG3119	Arylsulfatase A or related enzyme, AlkP superfamily	NA	No Annotation	NA	NA
OG0004232	COG3597	Uncharacterized conserved protein, DUF697 family	NA	No Annotation	NA	NA
OG0004233	NA	No Annotation	NA	No Annotation	NA	NA
OG0004234	NA	No Annotation	NA	No Annotation	NA	NA
OG0004235	COG1061	Superfamily II DNA or RNA helicase	NA	No Annotation	PF00271.34,PF00270.32	Helicase_C,DEAD
OG0004236	NA	No Annotation	NA	No Annotation	PF10544.12	T5orf172
OG0004237	NA	No Annotation	NA	No Annotation	NA	NA
OG0004238	NA	No Annotation	NA	No Annotation	PF08885.14	GSCFA
OG0004239	NA	No Annotation	NA	No Annotation	NA	NA
OG0004240	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	NA	No Annotation	PF13847.9	Methyltransf_31
OG0004241	COG4547	Cobalamin biosynthesis cobaltochelatase CobT subunit	NA	No Annotation	NA	NA
OG0004242	NA	No Annotation	NA	No Annotation	NA	NA
OG0004243	NA	No Annotation	NA	No Annotation	NA	NA
OG0004244	NA	No Annotation	NA	No Annotation	NA	NA
OG0004245	NA	No Annotation	NA	No Annotation	NA	NA
OG0004246	NA	No Annotation	NA	No Annotation	PF13392.9	HNH_3
OG0004247	NA	No Annotation	NA	No Annotation	NA	NA
OG0004248	NA	No Annotation	K07794	putative tricarboxylic transport membrane protein	PF07331.14	TctB
OG0004249	NA	No Annotation	K07794	putative tricarboxylic transport membrane protein	PF07331.14	TctB
OG0004250	COG3193	Formaldehyde-binding sensor protein EfgA, GlcG/HbpS family	K11477	glc operon protein GlcG	PF03928.17	HbpS-like
OG0004251	NA	No Annotation	NA	No Annotation	NA	NA
OG0004252	NA	No Annotation	NA	No Annotation	NA	NA
OG0004253	NA	No Annotation	NA	No Annotation	NA	NA
OG0004254	NA	No Annotation	NA	No Annotation	NA	NA
OG0004255	COG3980	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	K15897	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	NA	NA
OG0004256	NA	No Annotation	NA	No Annotation	NA	NA
OG0004257	NA	No Annotation	NA	No Annotation	NA	NA
OG0004258	NA	No Annotation	NA	No Annotation	NA	NA
OG0004259	NA	No Annotation	NA	No Annotation	NA	NA
OG0004260	COG1881	Uncharacterized protein, putative kinase inhibitor, PEBP/RKIP/YbhB/UPF0098 family	NA	No Annotation	PF01161.23	PBP
OG0004261	NA	No Annotation	NA	No Annotation	NA	NA
OG0004262	NA	No Annotation	NA	No Annotation	NA	NA
OG0004263	COG1368	Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily	NA	No Annotation	NA	NA
OG0004264	NA	No Annotation	NA	No Annotation	NA	NA
OG0004265	NA	No Annotation	NA	No Annotation	NA	NA
OG0004266	NA	No Annotation	NA	No Annotation	NA	NA
OG0004267	NA	No Annotation	NA	No Annotation	NA	NA
OG0004268	NA	No Annotation	NA	No Annotation	NA	NA
OG0004269	NA	No Annotation	NA	No Annotation	NA	NA
OG0004270	NA	No Annotation	NA	No Annotation	NA	NA
OG0004271	COG2433	Possible nuclease of RNase H fold, RuvC/YqgF family	NA	No Annotation	NA	NA
OG0004272	NA	No Annotation	NA	No Annotation	NA	NA
OG0004273	NA	No Annotation	NA	No Annotation	NA	NA
OG0004274	NA	No Annotation	NA	No Annotation	PF01833.27,PF05345.15	TIG,He_PIG
OG0004275	NA	No Annotation	NA	No Annotation	NA	NA
OG0004276	COG2327	Polysaccharide pyruvyl transferase family protein WcaK (colanic acid biosynthesis)	K16710	colanic acid/amylovoran biosynthesis protein WcaK/AmsJ	PF04230.16	PS_pyruv_trans
OG0004277	COG1228	Imidazolonepropionase or related amidohydrolase	NA	No Annotation	NA	NA
OG0004278	NA	No Annotation	NA	No Annotation	PF03065.18	Glyco_hydro_57
OG0004279	NA	No Annotation	NA	No Annotation	NA	NA
OG0004280	NA	No Annotation	NA	No Annotation	NA	NA
OG0004281	NA	No Annotation	NA	No Annotation	NA	NA
OG0004282	NA	No Annotation	NA	No Annotation	NA	NA
OG0004283	NA	No Annotation	NA	No Annotation	NA	NA
OG0004284	NA	No Annotation	NA	No Annotation	NA	NA
OG0004285	NA	No Annotation	NA	No Annotation	NA	NA
OG0004286	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	No Annotation	PF02493.23	MORN
OG0004287	NA	No Annotation	NA	No Annotation	PF00583.28	Acetyltransf_1
OG0004288	COG4122	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM	NA	No Annotation	PF08241.15	Methyltransf_11
OG0004289	NA	No Annotation	NA	No Annotation	NA	NA
OG0004290	COG2835	RNA methyltransferase activator Trm112/YbaR	NA	No Annotation	NA	NA
OG0004291	NA	No Annotation	NA	No Annotation	NA	NA
OG0004292	NA	No Annotation	NA	No Annotation	NA	NA
OG0004293	NA	No Annotation	NA	No Annotation	NA	NA
OG0004294	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	NA	No Annotation	PF05721.16	PhyH
OG0004295	NA	No Annotation	NA	No Annotation	NA	NA
OG0004296	NA	No Annotation	NA	No Annotation	PF01266.27	DAO
OG0004297	NA	No Annotation	NA	No Annotation	PF00534.23	Glycos_transf_1
OG0004298	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	NA	No Annotation	PF04290.15	DctQ
OG0004299	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	NA	No Annotation	PF03480.16	DctP
OG0004300	COG2203	GAF domain	NA	No Annotation	NA	NA
OG0004301	NA	No Annotation	NA	No Annotation	NA	NA
OG0004302	NA	No Annotation	NA	No Annotation	NA	NA
OG0004303	NA	No Annotation	NA	No Annotation	PF13489.9	Methyltransf_23
OG0004304	NA	No Annotation	NA	No Annotation	PF20296.1	MTaX1
OG0004305	NA	No Annotation	NA	No Annotation	NA	NA
OG0004306	NA	No Annotation	NA	No Annotation	NA	NA
OG0004307	NA	No Annotation	NA	No Annotation	NA	NA
OG0004308	NA	No Annotation	NA	No Annotation	NA	NA
OG0004309	NA	No Annotation	NA	No Annotation	NA	NA
OG0004310	NA	No Annotation	NA	No Annotation	NA	NA
OG0004311	NA	No Annotation	NA	No Annotation	NA	NA
OG0004312	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	NA	No Annotation	PF05721.16	PhyH
OG0004313	NA	No Annotation	NA	No Annotation	NA	NA
OG0004314	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	NA	No Annotation	PF00534.23,PF13439.9	Glycos_transf_1,Glyco_transf_4
OG0004315	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	NA	No Annotation	NA	NA
OG0004316	COG3265	Gluconate kinase	K00851	gluconokinase [EC:2.7.1.12]	PF01202.25	SKI
OG0004317	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	NA	No Annotation	PF13524.9	Glyco_trans_1_2
OG0004318	NA	No Annotation	NA	No Annotation	NA	NA
OG0004319	NA	No Annotation	NA	No Annotation	NA	NA
OG0004320	NA	No Annotation	NA	No Annotation	NA	NA
OG0004321	NA	No Annotation	NA	No Annotation	PF13475.9	DUF4116
OG0004322	NA	No Annotation	NA	No Annotation	NA	NA
OG0004323	NA	No Annotation	NA	No Annotation	NA	NA
OG0004324	NA	No Annotation	NA	No Annotation	NA	NA
OG0004325	NA	No Annotation	NA	No Annotation	NA	NA
OG0004326	NA	No Annotation	NA	No Annotation	PF10544.12	T5orf172
OG0004327	COG0110	O-acetyltransferase, isoleucine patch superfamily, LacA/YvoF/WbbJ family	NA	No Annotation	PF00132.27	Hexapep
OG0004328	NA	No Annotation	NA	No Annotation	NA	NA
OG0004329	NA	No Annotation	NA	No Annotation	NA	NA
OG0004330	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	No Annotation	PF02493.23	MORN
OG0004331	NA	No Annotation	NA	No Annotation	NA	NA
OG0004332	NA	No Annotation	NA	No Annotation	PF01177.25	Asp_Glu_race
OG0004333	NA	No Annotation	NA	No Annotation	NA	NA
OG0004334	NA	No Annotation	NA	No Annotation	NA	NA
OG0004335	COG0826	23S rRNA C2501 and tRNA U34 5'-hydroxylation protein RlhA/YrrN/YrrO, U32 peptidase family	NA	No Annotation	PF01136.22	Peptidase_U32
OG0004336	COG1141	Ferredoxin	NA	No Annotation	PF13459.9,PF13370.9	Fer4_15,Fer4_13
OG0004337	COG1254	Acylphosphatase	NA	No Annotation	PF00708.21	Acylphosphatase
OG0004338	COG0695	Glutaredoxin	NA	No Annotation	PF12867.10,PF00462.27	DinB_2,Glutaredoxin
OG0004339	NA	No Annotation	NA	No Annotation	NA	NA
OG0004340	NA	No Annotation	NA	No Annotation	PF07264.14	EI24
OG0004341	COG1216	Glycosyltransferase, GT2 family	NA	No Annotation	NA	NA
OG0004342	NA	No Annotation	K21162	enediyne biosynthesis protein E4	PF13517.9,PF07593.15	FG-GAP_3,UnbV_ASPIC
OG0004343	COG3036	Stalled ribosome alternative rescue factor ArfA	NA	No Annotation	PF03889.16	ArfA
OG0004344	NA	No Annotation	NA	No Annotation	NA	NA
OG0004345	NA	No Annotation	NA	No Annotation	NA	NA
OG0004346	NA	No Annotation	NA	No Annotation	NA	NA
OG0004347	COG2717	Heme-binding membrane subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	K17247	methionine sulfoxide reductase heme-binding subunit	PF01794.22	Ferric_reduct
OG0004348	COG0789	DNA-binding transcriptional regulator, MerR family	NA	No Annotation	PF13411.9	MerR_1
OG0004349	COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	K22552	multicopper oxidase [EC:1.16.3.1]	PF07732.18,PF00394.25,PF07731.17	Cu-oxidase_3,Cu-oxidase,Cu-oxidase_2
OG0004350	NA	No Annotation	NA	No Annotation	NA	NA
OG0004351	NA	No Annotation	NA	No Annotation	NA	NA
OG0004352	NA	No Annotation	NA	No Annotation	NA	NA
OG0004353	NA	No Annotation	NA	No Annotation	NA	NA
OG0004354	COG2984	ABC-type uncharacterized transport system, periplasmic component	NA	No Annotation	NA	NA
OG0004355	NA	No Annotation	NA	No Annotation	NA	NA
OG0004356	COG0286	Type I restriction-modification system, DNA methylase subunit	NA	No Annotation	NA	NA
OG0004357	COG2972	Sensor histidine kinase YesM	NA	No Annotation	PF13589.9	HATPase_c_3
OG0004358	NA	No Annotation	NA	No Annotation	NA	NA
OG0004359	NA	No Annotation	NA	No Annotation	NA	NA
OG0004360	NA	No Annotation	NA	No Annotation	NA	NA
OG0004361	NA	No Annotation	NA	No Annotation	NA	NA
OG0004362	NA	No Annotation	NA	No Annotation	NA	NA
OG0004363	NA	No Annotation	NA	No Annotation	NA	NA
OG0004364	NA	No Annotation	NA	No Annotation	NA	NA
OG0004365	NA	No Annotation	NA	No Annotation	NA	NA
OG0004366	NA	No Annotation	NA	No Annotation	NA	NA
OG0004367	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	NA	No Annotation	PF01554.21	MatE
OG0004368	NA	No Annotation	NA	No Annotation	NA	NA
OG0004369	COG0790	Sel1-like repeat, TPR-related	K07126	uncharacterized protein	PF08238.15,PF13475.9	Sel1,DUF4116
OG0004370	NA	No Annotation	NA	No Annotation	NA	NA
OG0004371	NA	No Annotation	NA	No Annotation	NA	NA
OG0004372	NA	No Annotation	NA	No Annotation	NA	NA
OG0004373	NA	No Annotation	NA	No Annotation	NA	NA
OG0004374	COG0583	DNA-binding transcriptional regulator, LysR family	NA	No Annotation	PF00126.30,PF03466.23	HTH_1,LysR_substrate
OG0004375	COG0463	Glycosyltransferase involved in cell wall bisynthesis	NA	No Annotation	PF00535.29	Glycos_transf_2
OG0004376	NA	No Annotation	NA	No Annotation	NA	NA
OG0004377	NA	No Annotation	NA	No Annotation	NA	NA
OG0004378	NA	No Annotation	NA	No Annotation	NA	NA
OG0004379	COG2730	Aryl-phospho-beta-D-glucosidase BglC, GH1 family	NA	No Annotation	PF00150.21	Cellulase
OG0004380	NA	No Annotation	NA	No Annotation	PF05159.17	Capsule_synth
OG0004381	NA	No Annotation	NA	No Annotation	NA	NA
OG0004382	COG0179	Oxaloacetate decarboxylase and tautomerase, fumarylacetoacetate (FAA) hydrolase family	K16165	fumarylpyruvate hydrolase [EC:3.7.1.20]	PF01557.21	FAA_hydrolase
OG0004383	COG4651	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain	K03455	monovalent cation:H+ antiporter-2, CPA2 family	PF00999.24	Na_H_Exchanger
OG0004384	NA	No Annotation	NA	No Annotation	NA	NA
OG0004385	NA	No Annotation	NA	No Annotation	NA	NA
OG0004386	COG0679	Predicted permease, AEC (auxin efflux carrier) family	K24180	malate permease and related proteins	PF03547.21	Mem_trans
OG0004387	NA	No Annotation	NA	No Annotation	NA	NA
OG0004388	NA	No Annotation	NA	No Annotation	NA	NA
OG0004389	NA	No Annotation	NA	No Annotation	NA	NA
OG0004390	NA	No Annotation	NA	No Annotation	NA	NA
OG0004391	NA	No Annotation	NA	No Annotation	NA	NA
OG0004392	NA	No Annotation	NA	No Annotation	NA	NA
OG0004393	NA	No Annotation	NA	No Annotation	NA	NA
OG0004394	NA	No Annotation	NA	No Annotation	NA	NA
OG0004395	NA	No Annotation	NA	No Annotation	NA	NA
OG0004396	NA	No Annotation	NA	No Annotation	NA	NA
OG0004397	NA	No Annotation	NA	No Annotation	NA	NA
OG0004398	NA	No Annotation	NA	No Annotation	NA	NA
OG0004399	NA	No Annotation	NA	No Annotation	NA	NA
OG0004400	COG1196	Chromosome segregation ATPase Smc	NA	No Annotation	NA	NA
OG0004401	NA	No Annotation	NA	No Annotation	NA	NA
OG0004402	NA	No Annotation	NA	No Annotation	NA	NA
OG0004403	COG1783	Phage terminase large subunit	K06909	phage terminase large subunit	PF03237.18	Terminase_6N
OG0004404	NA	No Annotation	NA	No Annotation	NA	NA
OG0004405	NA	No Annotation	NA	No Annotation	PF10991.11	DUF2815
OG0004406	NA	No Annotation	NA	No Annotation	NA	NA
OG0004407	NA	No Annotation	NA	No Annotation	NA	NA
OG0004408	NA	No Annotation	NA	No Annotation	NA	NA
OG0004409	COG1961	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	NA	No Annotation	PF00239.24	Resolvase
OG0004410	NA	No Annotation	NA	No Annotation	NA	NA
OG0004411	COG1783	Phage terminase large subunit	K06909	phage terminase large subunit	PF03237.18,PF17289.5	Terminase_6N,Terminase_6C
OG0004412	NA	No Annotation	NA	No Annotation	NA	NA
OG0004413	NA	No Annotation	NA	No Annotation	NA	NA
OG0004414	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	NA	No Annotation	PF00534.23	Glycos_transf_1
OG0004415	NA	No Annotation	NA	No Annotation	NA	NA
OG0004416	NA	No Annotation	NA	No Annotation	NA	NA
OG0004417	NA	No Annotation	NA	No Annotation	NA	NA
OG0004418	COG3473	Maleate cis-trans isomerase	K01799	maleate isomerase [EC:5.2.1.1]	PF17645.4	Amdase
OG0004419	COG3765	LPS O-antigen chain length determinant protein, WzzB/FepE family	NA	No Annotation	PF02706.18	Wzz
OG0004420	COG3292	Periplasmic ligand-binding sensor domain	NA	No Annotation	PF07494.14,PF07495.16	Reg_prop,Y_Y_Y
OG0004421	NA	No Annotation	NA	No Annotation	PF11746.11	DUF3303
OG0004422	NA	No Annotation	NA	No Annotation	NA	NA
OG0004423	NA	No Annotation	NA	No Annotation	NA	NA
OG0004424	COG3210	Large exoprotein involved in heme utilization or adhesion	K19231	fibronectin-binding autotransporter adhesin	PF12951.10	PATR
OG0004425	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	NA	No Annotation	PF00440.26,PF13305.9	TetR_N,TetR_C_33
OG0004426	COG0189	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	NA	No Annotation	NA	NA
OG0004427	NA	No Annotation	NA	No Annotation	NA	NA
OG0004428	NA	No Annotation	NA	No Annotation	NA	NA
OG0004429	NA	No Annotation	NA	No Annotation	NA	NA
OG0004430	NA	No Annotation	NA	No Annotation	NA	NA
OG0004431	NA	No Annotation	NA	No Annotation	NA	NA
OG0004432	NA	No Annotation	NA	No Annotation	NA	NA
OG0004433	COG4734	Antirestriction protein ArdA	NA	No Annotation	PF07275.14	ArdA
OG0004434	NA	No Annotation	NA	No Annotation	PF03567.17	Sulfotransfer_2
OG0004435	NA	No Annotation	NA	No Annotation	PF08282.15	Hydrolase_3
OG0004436	NA	No Annotation	NA	No Annotation	NA	NA
OG0004437	NA	No Annotation	NA	No Annotation	NA	NA
OG0004438	NA	No Annotation	NA	No Annotation	NA	NA
OG0004439	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	NA	No Annotation	PF06508.16	QueC
OG0004440	NA	No Annotation	NA	No Annotation	NA	NA
OG0004441	NA	No Annotation	NA	No Annotation	NA	NA
OG0004442	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	NA	No Annotation	NA	NA
OG0004443	COG3981	Predicted acetyltransferase	NA	No Annotation	PF00583.28	Acetyltransf_1
OG0004444	NA	No Annotation	NA	No Annotation	NA	NA
OG0004445	NA	No Annotation	NA	No Annotation	NA	NA
OG0004446	NA	No Annotation	NA	No Annotation	NA	NA
OG0004447	NA	No Annotation	NA	No Annotation	NA	NA
OG0004448	NA	No Annotation	NA	No Annotation	NA	NA
OG0004449	COG1442	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	NA	No Annotation	PF01501.23	Glyco_transf_8
OG0004450	NA	No Annotation	NA	No Annotation	NA	NA
OG0004451	NA	No Annotation	NA	No Annotation	NA	NA
OG0004452	NA	No Annotation	NA	No Annotation	NA	NA
OG0004453	NA	No Annotation	NA	No Annotation	NA	NA
OG0004454	NA	No Annotation	NA	No Annotation	NA	NA
OG0004455	NA	No Annotation	NA	No Annotation	NA	NA
OG0004456	NA	No Annotation	NA	No Annotation	NA	NA
OG0004457	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	NA	No Annotation	PF13489.9	Methyltransf_23
OG0004458	NA	No Annotation	NA	No Annotation	NA	NA
OG0004459	NA	No Annotation	NA	No Annotation	NA	NA
OG0004460	NA	No Annotation	NA	No Annotation	NA	NA
OG0004461	NA	No Annotation	NA	No Annotation	NA	NA
OG0004462	COG0148	Enolase	K01689	enolase [EC:4.2.1.11]	PF03952.19	Enolase_N
OG0004463	NA	No Annotation	NA	No Annotation	NA	NA
OG0004464	NA	No Annotation	NA	No Annotation	NA	NA
OG0004465	COG5633	Uncharacterized conserved protein YcfL	NA	No Annotation	NA	NA
OG0004466	NA	No Annotation	NA	No Annotation	NA	NA
OG0004467	NA	No Annotation	NA	No Annotation	NA	NA
OG0004468	NA	No Annotation	NA	No Annotation	NA	NA
OG0004469	NA	No Annotation	NA	No Annotation	NA	NA
OG0004470	NA	No Annotation	NA	No Annotation	NA	NA
OG0004471	NA	No Annotation	NA	No Annotation	NA	NA
OG0004472	NA	No Annotation	NA	No Annotation	NA	NA
OG0004473	NA	No Annotation	NA	No Annotation	NA	NA
OG0004474	NA	No Annotation	NA	No Annotation	NA	NA
OG0004475	NA	No Annotation	NA	No Annotation	NA	NA
OG0004476	COG1082	Sugar phosphate isomerase/epimerase	NA	No Annotation	PF01261.27	AP_endonuc_2
OG0004477	NA	No Annotation	NA	No Annotation	NA	NA
OG0004478	NA	No Annotation	NA	No Annotation	NA	NA
OG0004479	NA	No Annotation	NA	No Annotation	NA	NA
OG0004480	NA	No Annotation	NA	No Annotation	NA	NA
OG0004481	NA	No Annotation	NA	No Annotation	NA	NA
OG0004482	NA	No Annotation	NA	No Annotation	NA	NA
OG0004483	NA	No Annotation	NA	No Annotation	NA	NA
OG0004484	COG3156	Type II secretory pathway, component PulK	K02460	general secretion pathway protein K	PF03934.16	T2SSK
OG0004485	COG4795	Type II secretion system protein PulJ/XcpW	K02459	general secretion pathway protein J	PF07963.15,PF11612.11	N_methyl,T2SSJ
OG0004486	COG2165	Type II secretion system/type IV prepilin peptidase GspO/PulO/PilD	NA	No Annotation	PF07963.15	N_methyl
OG0004487	COG2165	Type II secretion system/type IV prepilin peptidase GspO/PulO/PilD	K02456	general secretion pathway protein G	PF07963.15,PF08334.14	N_methyl,T2SSG
OG0004488	COG3031	Type II secretion system/type IV pili GspC/PulC/PilP protein, contains PDZ domain	NA	No Annotation	NA	NA
OG0004489	NA	No Annotation	NA	No Annotation	NA	NA
OG0004490	NA	No Annotation	NA	No Annotation	NA	NA
OG0004491	NA	No Annotation	NA	No Annotation	NA	NA
OG0004492	NA	No Annotation	NA	No Annotation	NA	NA
OG0004493	NA	No Annotation	NA	No Annotation	NA	NA
OG0004494	NA	No Annotation	NA	No Annotation	NA	NA
OG0004495	NA	No Annotation	NA	No Annotation	NA	NA
OG0004496	NA	No Annotation	NA	No Annotation	NA	NA
OG0004497	NA	No Annotation	NA	No Annotation	NA	NA
OG0004498	NA	No Annotation	NA	No Annotation	NA	NA
OG0004499	NA	No Annotation	NA	No Annotation	NA	NA
